,Unnamed: 0,Unnamed: 0.1,Unnamed: 33,congruent,corrAns,date,expName,feedback_2.started,feedback_2.stopped,frameRate,instr1.started,instr1.stopped,instrText.started,instrText.stopped,letterColor,participant,practice.thisIndex,practice.thisN,practice.thisRepN,practice.thisTrialN,psychopyVersion,resp.corr,resp.keys,resp.rt,resp.started,resp.stopped,session,text,thanksText.started,thanksText.stopped,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,word.started,word.stopped
104,104.0,104.0,,cong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,0.6178235429979395,66.49500134101254,None,1.0,blue,,,11.0,20.0,1.0,8.0,66.49500134101254,None
105,105.0,105.0,,incong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.8831445849791635,67.61247036099668,None,1.0,blue,,,8.0,21.0,1.0,9.0,67.61247036099668,None
106,106.0,106.0,,cong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,1.4082608390017413,68.99649093201151,None,1.0,blue,,,10.0,22.0,1.0,10.0,68.99649093201151,None
107,107.0,107.0,,incong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,1.0,down,2.102251002012053,70.91140800600988,None,1.0,red,,,2.0,23.0,1.0,11.0,70.91140800600988,None
108,108.0,108.0,,incong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,1.1095934820186812,73.51300462699146,None,1.0,red,,,3.0,24.0,2.0,0.0,73.51300462699146,None
109,109.0,109.0,,incong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,1.0,down,0.9094863680074924,75.13091039599384,None,1.0,blue,,,9.0,25.0,2.0,1.0,75.13091039599384,None
110,110.0,110.0,,incong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,1.0,down,0.8199954369920306,76.54533412199818,None,1.0,red,,,2.0,26.0,2.0,2.0,76.54533412199818,None
111,111.0,111.0,,cong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,0.6544889930228237,77.87705745000858,None,1.0,blue,,,11.0,27.0,2.0,3.0,77.87705745000858,None
112,112.0,112.0,,cong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,0.5421599000110291,79.04632701000081,None,1.0,blue,,,10.0,28.0,2.0,4.0,79.04632701000081,None
113,113.0,113.0,,cong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.464373302005697,80.09497518601711,None,1.0,red,,,1.0,29.0,2.0,5.0,80.09497518601711,None
114,114.0,114.0,,cong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,1.0,down,0.9331624680198728,81.06056543000159,None,1.0,green,,,6.0,30.0,2.0,6.0,81.06056543000159,None
115,115.0,115.0,,incong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.5757855320116505,82.49643347199891,None,1.0,green,,,4.0,31.0,2.0,7.0,82.49643347199891,None
116,116.0,116.0,,incong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.6323130220116582,83.57899315800749,None,1.0,blue,,,8.0,32.0,2.0,8.0,83.57899315800749,None
117,117.0,117.0,,incong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,0.8272373430081643,84.71097137700417,None,1.0,green,,,7.0,33.0,2.0,9.0,84.71097137700417,None
118,118.0,118.0,,cong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,1.0,down,0.6392003260261845,86.04700501501793,None,1.0,green,,,5.0,34.0,2.0,10.0,86.04700501501793,None
119,119.0,119.0,,cong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.5528263550077099,87.1942469550122,None,1.0,red,,,0.0,35.0,2.0,11.0,87.1942469550122,None
120,120.0,120.0,,cong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,1.0,down,1.2123858270060737,88.26468136601034,None,1.0,green,,,6.0,36.0,3.0,0.0,88.26468136601034,None
121,121.0,121.0,,incong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,0.6853250710119028,89.97960187800345,None,1.0,green,,,7.0,37.0,3.0,1.0,89.97960187800345,None
122,122.0,122.0,,cong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,0.7232627780176699,91.17982480101637,None,1.0,blue,,,11.0,38.0,3.0,2.0,91.17982480101637,None
123,123.0,123.0,,cong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.4803264090151061,92.41161127001396,None,1.0,red,,,0.0,39.0,3.0,3.0,92.41161127001396,None
124,124.0,124.0,,incong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.8026612859976012,93.39521276101006,None,1.0,blue,,,8.0,40.0,3.0,4.0,93.39521276101006,None
125,125.0,125.0,,incong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.8494830900162924,94.71148664699284,None,1.0,green,,,4.0,41.0,3.0,5.0,94.71148664699284,None
126,126.0,126.0,,incong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,0.9468988649896346,96.06397482199827,None,1.0,red,,,3.0,42.0,3.0,6.0,96.06397482199827,None
127,127.0,127.0,,incong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,1.0,down,1.1054693489859346,97.51137218001531,None,1.0,blue,,,9.0,43.0,3.0,7.0,97.51137218001531,None
128,128.0,128.0,,cong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,0.0,right,0.8726095169840846,99.12823699600996,None,1.0,green,,,5.0,44.0,3.0,8.0,99.12823699600996,None
129,129.0,129.0,,cong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,1.091131827008212,100.5144445890037,None,1.0,red,,,1.0,45.0,3.0,9.0,100.5144445890037,None
130,130.0,130.0,,incong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,1.0,down,0.9376505679974798,102.11437830599607,None,1.0,red,,,2.0,46.0,3.0,10.0,102.11437830599607,None
131,131.0,131.0,,cong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,0.5021893529919907,103.59632210899143,None,1.0,blue,,,10.0,47.0,3.0,11.0,103.59632210899143,None
132,132.0,132.0,,cong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.5249017190071754,104.61375213600695,None,1.0,red,,,0.0,48.0,4.0,0.0,104.61375213600695,None
133,133.0,133.0,,cong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,0.7600300130143296,105.64747256599371,None,1.0,blue,,,11.0,49.0,4.0,1.0,105.64747256599371,None
134,134.0,134.0,,incong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.7325512150127906,106.9138796380139,None,1.0,green,,,4.0,50.0,4.0,2.0,106.9138796380139,None
135,135.0,135.0,,cong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,0.0,right,0.7007468859956134,108.14570292699499,None,1.0,green,,,6.0,51.0,4.0,3.0,108.14570292699499,None
136,136.0,136.0,,incong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,0.0,down,0.9528551080147736,109.3614338740008,None,1.0,red,,,3.0,52.0,4.0,4.0,109.3614338740008,None
137,137.0,137.0,,cong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,1.0,down,1.4315926669805776,110.8278435410175,None,1.0,green,,,5.0,53.0,4.0,5.0,110.8278435410175,None
138,138.0,138.0,,incong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,0.5868136280041654,112.76256925601048,None,1.0,green,,,7.0,54.0,4.0,6.0,112.76256925601048,None
139,139.0,139.0,,incong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,1.0,down,1.4828938720165752,113.8604193580104,None,1.0,blue,,,9.0,55.0,4.0,7.0,113.8604193580104,None
140,140.0,140.0,,incong,down,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,green,2.0,,,,,2020.1.2,1.0,down,0.7310615959868301,115.84423886501465,None,1.0,red,,,2.0,56.0,4.0,8.0,115.84423886501465,None
141,141.0,141.0,,cong,right,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,blue,2.0,,,,,2020.1.2,1.0,right,0.7705026240146253,117.07772800599925,None,1.0,blue,,,10.0,57.0,4.0,9.0,117.07772800599925,None
142,142.0,142.0,,cong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.5599139740224928,118.362218380993,None,1.0,red,,,1.0,58.0,4.0,10.0,118.362218380993,None
143,143.0,143.0,,incong,left,2020_Apr_04_1340,stroop,,,59.51995277192287,,,,,red,2.0,,,,,2020.1.2,1.0,left,0.8446947949996684,119.4293871659902,None,1.0,blue,,,8.0,59.0,4.0,11.0,119.4293871659902,None
144,144.0,,,cong,,,,,,,,,,,,1.0,,,,,,,,0.8174935467201673,,,,,,,,,,,,
145,145.0,,,incong,,,,,,,,,,,,1.0,,,,,,,,0.8814514543887021,,,,,,,,,,,,
146,146.0,,,cong,,,,,,,,,,,,2.0,,,,,,,,0.6856409683104074,,,,,,,,,,,,
147,147.0,,,incong,,,,,,,,,,,,2.0,,,,,,,,0.9690930053345964,,,,,,,,,,,,
148,148.0,,,incong,right,2020_Apr_04_1338,stroop,34.340132139011985,None,59.7418969568182,22.514217018004274,None,,,blue,1.0,7.0,0.0,0.0,0.0,2020.1.2,1.0,right,0.928767836012412,33.370934006990865,None,1.0,green,,,,,,,33.370934006990865,None
149,149.0,,,cong,right,2020_Apr_04_1338,stroop,36.47527598400485,None,59.7418969568182,,,,,blue,1.0,10.0,1.0,0.0,1.0,2020.1.2,1.0,right,0.6256340419931803,35.82014406999224,None,1.0,blue,,,,,,,35.82014406999224,None
150,150.0,,,cong,down,2020_Apr_04_1338,stroop,38.676010675990256,None,59.7418969568182,,,,,green,1.0,5.0,2.0,0.0,2.0,2020.1.2,1.0,down,0.6929353160085157,37.95376499698614,None,1.0,green,,,,,,,37.95376499698614,None
151,151.0,,,incong,down,2020_Apr_04_1338,stroop,41.42274592598551,None,59.7418969568182,,,,,green,1.0,2.0,3.0,0.0,3.0,2020.1.2,0.0,right,1.2321299570030533,40.15650807999191,None,1.0,red,,,,,,,40.15650807999191,None
152,152.0,,,cong,down,2020_Apr_04_1338,stroop,43.67295284298597,None,59.7418969568182,,,,,green,1.0,6.0,4.0,0.0,4.0,2020.1.2,1.0,down,0.717584218014963,42.90387064800598,None,1.0,green,,,,,,,42.90387064800598,None
153,153.0,,,incong,down,2020_Apr_04_1338,stroop,46.04287803400075,None,59.7418969568182,,,,,green,1.0,9.0,5.0,0.0,5.0,2020.1.2,1.0,down,0.8828058460203465,45.138650556997156,None,1.0,blue,,,,,,,45.138650556997156,None
154,154.0,,,incong,left,2020_Apr_04_1338,stroop,49.03554596798495,None,59.7418969568182,,,,,red,1.0,8.0,6.0,0.0,6.0,2020.1.2,1.0,left,1.471243387000868,47.53801119999844,None,1.0,blue,,,,,,,47.53801119999844,None
155,155.0,,,incong,right,2020_Apr_04_1338,stroop,51.203652241005315,None,59.7418969568182,,,,,blue,1.0,3.0,7.0,0.0,7.0,2020.1.2,1.0,right,0.6617573469993658,50.52038214600178,None,1.0,red,,,,,,,50.52038214600178,None
156,156.0,,,cong,left,2020_Apr_04_1338,stroop,53.3864206399885,None,59.7418969568182,,,,,red,1.0,0.0,8.0,0.0,8.0,2020.1.2,1.0,left,0.6802930309786461,52.68794084299589,None,1.0,red,,,,,,,52.68794084299589,None
157,157.0,,,cong,left,2020_Apr_04_1338,stroop,55.50537538700154,None,59.7418969568182,,,,,red,1.0,1.0,9.0,0.0,9.0,2020.1.2,1.0,left,0.5847018789791036,54.87131558399415,None,1.0,red,,,,,,,54.87131558399415,None
158,158.0,,,cong,right,2020_Apr_04_1338,stroop,57.80386258498766,None,59.7418969568182,,,,,blue,1.0,11.0,10.0,0.0,10.0,2020.1.2,1.0,right,0.7893218279932626,56.98676982100005,None,1.0,blue,,,,,,,56.98676982100005,None
159,159.0,,,incong,left,2020_Apr_04_1338,stroop,60.559735474991605,None,59.7418969568182,,,,,red,1.0,4.0,11.0,0.0,11.0,2020.1.2,1.0,left,1.2344034199777525,59.28865200901054,None,1.0,green,,,,,,,59.28865200901054,None
160,160.0,,,incong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,61.606232072983396,None,green,1.0,,,,,2020.1.2,1.0,down,1.3911340159829706,68.73578969898517,None,1.0,red,,,2.0,0.0,0.0,0.0,68.73578969898517,None
161,161.0,,,cong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.5754643889958969,70.63626287900844,None,1.0,blue,,,10.0,1.0,0.0,1.0,70.63626287900844,None
162,162.0,,,cong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.4866598899825476,71.71901038198848,None,1.0,red,,,1.0,2.0,0.0,2.0,71.71901038198848,None
163,163.0,,,incong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.7357238880067598,72.71890392899512,None,1.0,blue,,,8.0,3.0,0.0,3.0,72.71890392899512,None
164,164.0,,,incong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,1.137129698006902,73.96948971800157,None,1.0,green,,,7.0,4.0,0.0,4.0,73.96948971800157,None
165,165.0,,,cong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,0.7986532200011425,75.62085127999308,None,1.0,green,,,5.0,5.0,0.0,5.0,75.62085127999308,None
166,166.0,,,incong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,0.8339444269950036,76.93881866600714,None,1.0,blue,,,9.0,6.0,0.0,6.0,76.93881866600714,None
167,167.0,,,cong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.5469749170006253,78.28862013798789,None,1.0,blue,,,11.0,7.0,0.0,7.0,78.28862013798789,None
168,168.0,,,incong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.6927405729948077,79.33879074099241,None,1.0,red,,,3.0,8.0,0.0,8.0,79.33879074099241,None
169,169.0,,,cong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,0.5712875720055308,80.53628749400376,None,1.0,green,,,6.0,9.0,0.0,9.0,80.53628749400376,None
170,170.0,,,incong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.6048242989927529,81.62071814399678,None,1.0,green,,,4.0,10.0,0.0,10.0,81.62071814399678,None
171,171.0,,,cong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.5919320800167043,82.73858573299367,None,1.0,red,,,0.0,11.0,0.0,11.0,82.73858573299367,None
172,172.0,,,cong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,2.36315957599436,83.83621522798784,None,1.0,green,,,5.0,12.0,1.0,0.0,83.83621522798784,None
173,173.0,,,cong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.7629526020027697,86.70438318600645,None,1.0,red,,,0.0,13.0,1.0,1.0,86.70438318600645,None
174,174.0,,,incong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.6802695240185129,87.97205811500315,None,1.0,blue,,,8.0,14.0,1.0,2.0,87.97205811500315,None
175,175.0,,,incong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,1.0969868260144722,89.1553086680069,None,1.0,red,,,2.0,15.0,1.0,3.0,89.1553086680069,None
176,176.0,,,cong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.5913941990002058,90.75391040599787,None,1.0,red,,,1.0,16.0,1.0,4.0,90.75391040599787,None
177,177.0,,,incong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,0.9991964359942358,91.85200717000409,None,1.0,blue,,,9.0,17.0,1.0,5.0,91.85200717000409,None
178,178.0,,,incong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.6252954730007332,93.35278831000325,None,1.0,green,,,4.0,18.0,1.0,6.0,93.35278831000325,None
179,179.0,,,cong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,0.8890626149950549,94.48505465500055,None,1.0,green,,,6.0,19.0,1.0,7.0,94.48505465500055,None
180,180.0,,,incong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.6395564420090523,95.88635316598813,None,1.0,red,,,3.0,20.0,1.0,8.0,95.88635316598813,None
181,181.0,,,incong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.9614758859970608,97.0893270529923,None,1.0,green,,,7.0,21.0,1.0,9.0,97.0893270529923,None
182,182.0,,,cong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.4635228230035864,98.55237460299395,None,1.0,blue,,,11.0,22.0,1.0,10.0,98.55237460299395,None
183,183.0,,,cong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.3601565739954822,99.52171850300509,None,1.0,blue,,,10.0,23.0,1.0,11.0,99.52171850300509,None
184,184.0,,,cong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,1.4478000859962776,100.38515581699906,None,1.0,green,,,5.0,24.0,2.0,0.0,100.38515581699906,None
185,185.0,,,incong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,1.395985881012166,102.33693781899638,None,1.0,green,,,7.0,25.0,2.0,1.0,102.33693781899638,None
186,186.0,,,incong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.6243731009890325,104.23648849799065,None,1.0,green,,,4.0,26.0,2.0,2.0,104.23648849799065,None
187,187.0,,,cong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,1.1353415320045317,105.37032295000972,None,1.0,green,,,6.0,27.0,2.0,3.0,105.37032295000972,None
188,188.0,,,cong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.5501040920207743,107.02070790799915,None,1.0,blue,,,11.0,28.0,2.0,4.0,107.02070790799915,None
189,189.0,,,incong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,0.0,left,0.605537847004598,108.08822560901173,None,1.0,red,,,2.0,29.0,2.0,5.0,108.08822560901173,None
190,190.0,,,cong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,1.4749036529974546,109.20477639298772,None,1.0,red,,,1.0,30.0,2.0,6.0,109.20477639298772,None
191,191.0,,,incong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,1.480541669996455,111.18603245099077,None,1.0,blue,,,9.0,31.0,2.0,7.0,111.18603245099077,None
192,192.0,,,cong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.6341584289912134,113.17025630900751,None,1.0,blue,,,10.0,32.0,2.0,8.0,113.17025630900751,None
193,193.0,,,cong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.571194539021235,114.31831932498608,None,1.0,red,,,0.0,33.0,2.0,9.0,114.31831932498608,None
194,194.0,,,incong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.6563443240011111,115.40205228899141,None,1.0,blue,,,8.0,34.0,2.0,10.0,115.40205228899141,None
195,195.0,,,incong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.5429306729929522,116.57136532198635,None,1.0,red,,,3.0,35.0,2.0,11.0,116.57136532198635,None
196,196.0,,,incong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.8501538319978863,117.61821427999529,None,1.0,green,,,4.0,36.0,3.0,0.0,117.61821427999529,None
197,197.0,,,incong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,0.7311968930007424,118.97101228998508,None,1.0,red,,,2.0,37.0,3.0,1.0,118.97101228998508,None
198,198.0,,,incong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.7343806880235206,120.20382382598473,None,1.0,green,,,7.0,38.0,3.0,2.0,120.20382382598473,None
199,199.0,,,cong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.7383561169845052,121.45299623298342,None,1.0,blue,,,11.0,39.0,3.0,3.0,121.45299623298342,None
200,200.0,,,incong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.948932547995355,122.70230771700152,None,1.0,red,,,3.0,40.0,3.0,4.0,122.70230771700152,None
201,201.0,,,incong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,0.0,left,0.7187929380161222,124.15135021100286,None,1.0,blue,,,9.0,41.0,3.0,5.0,124.15135021100286,None
202,202.0,,,cong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,1.3170705999946222,125.38503243000014,None,1.0,green,,,6.0,42.0,3.0,6.0,125.38503243000014,None
203,203.0,,,cong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.5524766370072031,127.202655045985,None,1.0,red,,,0.0,43.0,3.0,7.0,127.202655045985,None
204,204.0,,,incong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,1.1932682209881025,128.26880173000973,None,1.0,blue,,,8.0,44.0,3.0,8.0,128.26880173000973,None
205,205.0,,,cong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.5768761899962556,129.96804596399306,None,1.0,red,,,1.0,45.0,3.0,9.0,129.96804596399306,None
206,206.0,,,cong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.6050160609884188,131.05291106298682,None,1.0,blue,,,10.0,46.0,3.0,10.0,131.05291106298682,None
207,207.0,,,cong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,0.6776941339776386,132.1702903439873,None,1.0,green,,,5.0,47.0,3.0,11.0,132.1702903439873,None
208,208.0,,,cong,right,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,blue,1.0,,,,,2020.1.2,1.0,right,0.6877803029783536,133.3520138520107,None,1.0,blue,,,10.0,48.0,4.0,0.0,133.3520138520107,None
209,209.0,,,incong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.5774512289790437,134.55129031199613,None,1.0,green,,,4.0,49.0,4.0,1.0,134.55129031199613,None
210,210.0,,,incong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.9729546789894812,135.6379811869992,None,1.0,blue,,,8.0,50.0,4.0,2.0,135.6379811869992,None
211,211.0,,,cong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,1.1948835439980028,137.1187477580097,None,1.0,red,,,1.0,51.0,4.0,3.0,137.1187477580097,None
212,212.0,,,incong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,0.6831649869855028,138.82068907198843,None,1.0,blue,,,9.0,52.0,4.0,4.0,138.82068907198843,None
213,213.0,,,cong,left,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,red,1.0,,,,,2020.1.2,1.0,left,0.9371685629885178,140.00260300200898,None,1.0,red,,,0.0,53.0,4.0,5.0,140.00260300200898,None
214,214.0,,,cong,down,2020_Apr_04_1338,stroop,,,59.7418969568182,,,,,green,1.0,,,,,2020.1.2,1.0,down,0.7342109750024974,141.45244699899922,None,1.0,green,,,6.0,54.0,4.0,6.0,141.45244699899922,None
