text,letterColor,corrAns,congruent,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,thanksText.started,thanksText.stopped,session,participant,date,expName,psychopyVersion,frameRate,
red,green,down,0,0,0,0,1,24.937857837008778,None,29.019076131022302,None,down,1,1.1332468050241005,29.019076131022302,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
blue,red,left,0,0,1,1,5,,,30.65493113701814,None,left,1,0.9332524880010169,30.65493113701814,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
blue,blue,right,1,0,2,2,4,,,32.10456376502407,None,right,1,0.8935536899953149,32.10456376502407,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
green,green,down,1,0,3,3,2,,,33.50458937001531,None,down,1,0.5554820519755594,33.50458937001531,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
red,red,left,1,0,4,4,0,,,34.56854936899617,None,left,1,0.48250765400007367,34.56854936899617,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
green,blue,right,0,0,5,5,3,,,35.551875934004784,None,right,1,0.9992572659975849,35.551875934004784,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
blue,red,left,0,1,0,6,5,,,37.0522327220242,None,left,1,0.8196686790033709,37.0522327220242,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
blue,blue,right,1,1,1,7,4,,,38.38651754500461,None,right,1,0.907535940001253,38.38651754500461,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
green,green,down,1,1,2,8,2,,,39.80191855202429,None,down,1,0.5910860000003595,39.80191855202429,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
red,green,down,0,1,3,9,1,,,40.90125967899803,None,down,1,2.906414021010278,40.90125967899803,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
red,red,left,1,1,4,10,0,,,44.3196261220146,None,left,1,0.5970124950108584,44.3196261220146,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
green,blue,right,0,1,5,11,3,,,45.41864151801565,None,right,1,0.6388208889984526,45.41864151801565,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
red,red,left,1,2,0,12,0,,,46.60486654401757,None,left,1,0.6895203889871482,46.60486654401757,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
blue,red,left,0,2,1,13,5,,,47.80738674601889,None,left,1,2.09091269999044,47.80738674601889,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
green,blue,right,0,2,2,14,3,,,50.40110253400053,None,right,1,0.6742631660017651,50.40110253400053,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
green,green,down,1,2,3,15,2,,,51.58624073100509,None,down,1,0.6721132679958828,51.58624073100509,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
red,green,down,0,2,4,16,1,,,52.768515194999054,None,right,0,0.8555173380009364,52.768515194999054,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
blue,blue,right,1,2,5,17,4,,,54.134463295020396,None,right,1,0.6826996569870971,54.134463295020396,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
red,green,down,0,3,0,18,1,,,55.317800496006384,None,down,1,1.015312695002649,55.317800496006384,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
red,red,left,1,3,1,19,0,,,56.83613984900876,None,left,1,0.48096171801444143,56.83613984900876,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
blue,blue,right,1,3,2,20,4,,,57.817702132015256,None,right,1,0.5753890859778039,57.817702132015256,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
green,green,down,1,3,3,21,2,,,58.90175427601207,None,down,1,0.6903676080110017,58.90175427601207,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
green,blue,right,0,3,4,22,3,,,60.10163373700925,None,right,1,0.6233857749903109,60.10163373700925,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
blue,red,left,0,3,5,23,5,,,61.234299695002846,None,left,1,0.625700055010384,61.234299695002846,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
blue,blue,right,1,4,0,24,4,,,62.36862290202407,None,right,1,0.5854064470040612,62.36862290202407,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
green,green,down,1,4,1,25,2,,,63.45201202700264,None,down,1,0.738972826016834,63.45201202700264,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
green,blue,right,0,4,2,26,3,,,64.7027672160184,None,right,1,0.5769460339797661,64.7027672160184,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
red,red,left,1,4,3,27,0,,,65.78491295099957,None,left,1,0.8529515549889766,65.78491295099957,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
blue,red,left,0,4,4,28,5,,,67.13695264601847,None,left,1,0.6437123290088493,67.13695264601847,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
red,green,down,0,4,5,29,1,,,68.28917988302419,None,right,0,0.6716551319987047,68.28917988302419,None,,,01,04,2020_Apr_04_1324,stroop,2020.1.2,60.011564941890825,
,,,,,,,,,,,,,,,,,68.98772191500757,None,,,,,,,
